#flow_id|protocol|first_seen|last_seen|duration|src_ip|src_port|dst_ip|dst_port|ndpi_proto_num|ndpi_proto|proto_by_ip|server_name_sni|c_to_s_pkts|c_to_s_bytes|c_to_s_goodput_bytes|s_to_c_pkts|s_to_c_bytes|s_to_c_goodput_bytes|data_ratio|str_data_ratio|c_to_s_goodput_ratio|s_to_c_goodput_ratio|iat_flow_min|iat_flow_avg|iat_flow_max|iat_flow_stddev|iat_c_to_s_min|iat_c_to_s_avg|iat_c_to_s_max|iat_c_to_s_stddev|iat_s_to_c_min|iat_s_to_c_avg|iat_s_to_c_max|iat_s_to_c_stddev|pktlen_c_to_s_min|pktlen_c_to_s_avg|pktlen_c_to_s_max|pktlen_c_to_s_stddev|pktlen_s_to_c_min|pktlen_s_to_c_avg|pktlen_s_to_c_max|pktlen_s_to_c_stddev|cwr|ece|urg|ack|psh|rst|syn|fin|c_to_s_cwr|c_to_s_ece|c_to_s_urg|c_to_s_ack|c_to_s_psh|c_to_s_rst|c_to_s_syn|c_to_s_fin|s_to_c_cwr|s_to_c_ece|s_to_c_urg|s_to_c_ack|s_to_c_psh|s_to_c_rst|s_to_c_syn|s_to_c_fin|c_to_s_init_win|s_to_c_init_win|server_info|tls_version|quic_version|ja3s|advertised_alpns|negotiated_alpn|tls_supported_versions|ssh_client_hassh|ssh_server_hassh|flow_info|plen_bins|http_user_agent
0|6|1749653745.692|1749653745.735|0.043|172.31.14.200|22|24.130.134.221|62570|92|SSH|Unknown||4|488|224|3|198|0|0.423|Upload|45.8|0.0|6|10.2|15|3.3|0|9.0|27|12.7|6|16.0|26|10.0|110|122.0|142|13.3|66|66.0|66|0.0|0|0|0|7|4|0|0|0|0|0|0|4|4|0|0|0|0|0|0|3|0|0|0|0|0|0||0|0||||||||0;75;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
15|6|1749653750.400|1749653750.445|0.045|172.31.14.200|51116|23.192.228.4|443|91|TLS|Unknown|www.example.com|10|1409|765|9|2283|1681|-0.237|Download|54.3|73.6|1|4.6|28|8.8|0|4.6|28|8.9|0|6.5|29|10.3|54|140.9|583|156.9|66|253.7|1149|336.9|0|0|0|16|7|2|2|2|0|0|0|7|3|2|1|1|0|0|0|9|4|0|1|1|74|74||TLSv1.2|0||http/1.1||TLSv1.3;TLSv1.2||||14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
2|6|1749653746.423|1749653746.425|0.002|172.31.14.200|50114|198.35.26.96|443|91|TLS|Unknown||3|174|0|2|156|24|0.055|Mixed|0.0|15.3|2|2.0|2|0.0|0|1.0|2|1.0|0|0.0|0|0.0|54|58.0|66|5.7|66|78.0|90|12.0|0|0|0|3|1|2|0|2|0|0|0|1|0|2|0|1|0|0|0|2|1|0|0|1|0|0||0|0||||||||100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
4|6|1749653746.426|1749653746.468|0.042|172.31.14.200|59934|23.192.228.4|443|91|TLS|Unknown|www.example.com|10|1409|765|8|2217|1681|-0.223|Download|54.3|75.8|1|4.8|27|8.4|0|4.6|27|8.5|0|7.8|35|13.6|54|140.9|583|156.9|66|277.1|1149|350.3|0|0|0|15|7|2|2|2|0|0|0|7|3|2|1|1|0|0|0|8|4|0|1|1|74|74||TLSv1.2|0||http/1.1||TLSv1.3;TLSv1.2||||14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
18|6|1749653750.630|1749653750.994|0.364|172.31.14.200|34786|34.206.58.73|443|91|TLS|AmazonAWS|httpbin.org|7|1287|817|6|1529|1125|-0.086|Mixed|63.4|73.5|1|60.0|114|36.4|0|34.8|73|32.7|0|72.2|115|44.2|66|183.9|583|175.8|66|254.8|1140|396.3|0|0|0|12|5|0|2|0|0|0|0|6|3|0|1|0|0|0|0|6|2|0|1|0|74|74||TLSv1.2|0||http/1.1||TLSv1.3;TLSv1.2||||0;20;0;20;0;20;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
8|6|1749653747.297|1749653747.342|0.045|172.31.14.200|59946|23.192.228.4|443|91|TLS|Unknown|www.example.com|10|1409|765|9|2283|1681|-0.237|Download|54.3|73.6|1|5.0|28|8.7|0|5.0|28|8.8|0|6.8|31|11.1|54|140.9|583|156.9|66|253.7|1149|336.9|0|0|0|16|7|2|2|2|0|0|0|7|3|2|1|1|0|0|0|9|4|0|1|1|74|74||TLSv1.2|0||http/1.1||TLSv1.3;TLSv1.2||||14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
5|6|1749653746.604|1749653747.297|0.693|172.31.14.200|50130|198.35.26.96|443|91.176|TLS.Wikipedia|Unknown|www.wikipedia.org|14|1659|751|6|2418|2014|-0.186|Mixed|45.2|83.3|1|85.9|647|212.3|0|57.3|647|177.9|0|229.7|652|299.0|54|118.5|583|136.8|66|403.0|1514|510.4|0|0|0|17|6|2|2|2|0|0|0|11|3|2|1|1|0|0|0|6|3|0|1|1|74|74||TLSv1.2|0||http/1.1||TLSv1.3;TLSv1.2||||14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0|
9|6|1749653747.477|1749653750.398|2.921|172.31.14.200|50138|198.35.26.96|443|91.176|TLS.Wikipedia|Unknown|www.wikipedia.org|13|1593|751|6|2418|2014|-0.206|Download|47.1|83.3|1|364.4|2875|949.0|0|265.1|2875|825.4|0|971.7|2879|1348.8|54|122.5|583|141.2|66|403.0|1514|510.4|0|0|0|16|6|2|2|2|0|0|0|10|3|2|1|1|0|0|0|6|3|0|1|1|74|74||TLSv1.2|0||http/1.1||TLSv1.3;TLSv1.2||||14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0|
1|6|1749653746.422|1749653746.538|0.116|52.202.28.30|443|172.31.14.200|57392|91|TLS|AmazonAWS||4|890|626|4|240|0|0.575|Upload|70.3|0.0|43|57.0|71|14.0|0|38.3|115|54.2|0|0.0|0|0.0|66|222.5|402|144.0|54|60.0|66|6.0|0|0|0|6|3|2|0|2|0|0|0|4|3|0|0|1|0|0|0|2|0|2|0|1|0|0||0|0||||||||33;0;0;0;0;0;0;0;33;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
10|17|1749653747.522|1749653747.522|0.000|172.31.14.200|39422|172.31.0.2|53|5|DNS|Unknown|httpbin.org|1|82|40|1|178|136|-0.369|Download|48.2|76.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|82|82.0|82|0.0|178|178.0|178|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|||||||0.0.0.0|0;50;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
