#flow_id,protocol,first_seen,last_seen,duration,src_ip,src_port,dst_ip,dst_port,ndpi_proto_num,ndpi_proto,proto_by_ip,server_name_sni,c_to_s_pkts,c_to_s_bytes,c_to_s_goodput_bytes,s_to_c_pkts,s_to_c_bytes,s_to_c_goodput_bytes,data_ratio,str_data_ratio,c_to_s_goodput_ratio,s_to_c_goodput_ratio,iat_flow_min,iat_flow_avg,iat_flow_max,iat_flow_stddev,iat_c_to_s_min,iat_c_to_s_avg,iat_c_to_s_max,iat_c_to_s_stddev,iat_s_to_c_min,iat_s_to_c_avg,iat_s_to_c_max,iat_s_to_c_stddev,pktlen_c_to_s_min,pktlen_c_to_s_avg,pktlen_c_to_s_max,pktlen_c_to_s_stddev,pktlen_s_to_c_min,pktlen_s_to_c_avg,pktlen_s_to_c_max,pktlen_s_to_c_stddev,cwr,ece,urg,ack,psh,rst,syn,fin,c_to_s_cwr,c_to_s_ece,c_to_s_urg,c_to_s_ack,c_to_s_psh,c_to_s_rst,c_to_s_syn,c_to_s_fin,s_to_c_cwr,s_to_c_ece,s_to_c_urg,s_to_c_ack,s_to_c_psh,s_to_c_rst,s_to_c_syn,s_to_c_fin,c_to_s_init_win,s_to_c_init_win,server_info,tls_version,quic_version,ja3s,advertised_alpns,negotiated_alpn,tls_supported_versions,ssh_client_hassh,ssh_server_hassh,flow_info,plen_bins,http_user_agent,label
7,6,1749653609.563,1749653611.992,2.429,172.31.14.200,54076,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,14,1659,751,6,2418,2014,-0.186,Mixed,45.2,83.3,1,302.8,2383,786.3,0,201.8,2383,657.7,0,808.0,2388,1117.3,54,118.5,583,136.8,66,403.0,1514,510.4,0,0,0,17,6,2,2,2,0,0,0,11,3,2,1,1,0,0,0,6,3,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0,,0
11,6,1749653612.178,1749653612.222,0.044,172.31.14.200,54092,198.35.26.96,443,91.176,TLS.Wikipedia,Unknown,www.wikipedia.org,10,1419,751,4,2262,1990,-0.229,Download,52.9,87.9,1,6.5,29,10.1,0,4.9,29,9.2,0,18.5,37,18.5,66,141.9,583,155.8,74,565.5,1514,558.0,0,0,0,13,5,0,2,0,0,0,0,9,3,0,1,0,0,0,0,4,2,0,1,0,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,0;0;16;0;0;16;0;0;33;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0,,0
6,6,1749653609.385,1749653609.429,0.044,172.31.14.200,36998,23.192.228.15,443,91.0,TLS,Unknown,www.example.com,10,1409,765,8,2217,1681,-0.223,Download,54.3,75.8,1,5.6,28,9.2,0,4.6,28,8.9,0,8.0,37,14.5,54,140.9,583,156.9,66,277.1,1149,350.3,0,0,0,15,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,8,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
10,6,1749653611.992,1749653612.047,0.055,172.31.14.200,37004,23.192.228.15,443,91.0,TLS,Unknown,www.example.com,10,1409,765,9,2283,1681,-0.237,Download,54.3,73.6,1,4.7,27,8.0,0,5.2,27,8.4,0,7.3,29,10.2,54,140.9,583,156.9,66,253.7,1149,336.9,0,0,0,16,7,2,2,2,0,0,0,7,3,2,1,1,0,0,0,9,4,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,14;0;14;0;0;14;0;0;28;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
2,6,1749653609.38,1749653609.383,0.003,172.31.14.200,43626,198.35.26.96,443,91.0,TLS,Unknown,,3,174,0,2,156,24,0.055,Mixed,0.0,15.3,2,2.0,2,0.0,0,1.0,2,1.0,0,0.0,0,0.0,54,58.0,66,5.7,66,78.0,90,12.0,0,0,0,3,1,2,0,2,0,0,0,1,0,2,0,1,0,0,0,2,1,0,0,1,0,0,,0,0,,,,,,,,100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
9,6,1749653609.609,1749653612.113,2.504,172.31.14.200,44442,54.210.149.66,443,91.0,TLS,AmazonAWS,httpbin.org,11,1527,817,10,2419,1751,-0.226,Download,53.5,72.4,1,249.8,2016,589.7,1,303.4,2132,691.7,0,346.9,2016,683.0,54,138.8,583,152.4,66,241.9,1140,320.6,0,0,0,18,8,2,2,2,0,0,0,8,3,2,1,1,0,0,0,10,5,0,1,1,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,12;12;0;12;0;12;0;0;12;0;12;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
13,6,1749653612.224,1749653612.591,0.367,172.31.14.200,35534,52.202.28.30,443,91.0,TLS,AmazonAWS,httpbin.org,7,1287,817,6,1529,1125,-0.086,Mixed,63.4,73.5,1,60.5,116,36.8,0,35.0,73,32.6,0,73.0,117,44.9,66,183.9,583,175.8,66,254.8,1140,396.3,0,0,0,12,5,0,2,0,0,0,0,6,3,0,1,0,0,0,0,6,2,0,1,0,74,74,,TLSv1.2,0,,http/1.1,,TLSv1.3;TLSv1.2,,,,0;20;0;20;0;20;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
1,6,1749653609.379,1749653609.499,0.12,34.206.58.73,443,172.31.14.200,43766,91.0,TLS,AmazonAWS,,4,890,626,4,240,0,0.575,Upload,70.3,0.0,46,59.0,72,13.0,0,39.7,119,56.1,0,0.0,0,0.0,66,222.5,402,144.0,54,60.0,66,6.0,0,0,0,6,3,2,0,2,0,0,0,4,3,0,0,1,0,0,0,2,0,2,0,1,0,0,,0,0,,,,,,,,33;0;0;0;0;0;0;0;33;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,0
