#flow_id|protocol|first_seen|last_seen|duration|src_ip|src_port|dst_ip|dst_port|ndpi_proto_num|ndpi_proto|proto_by_ip|server_name_sni|c_to_s_pkts|c_to_s_bytes|c_to_s_goodput_bytes|s_to_c_pkts|s_to_c_bytes|s_to_c_goodput_bytes|data_ratio|str_data_ratio|c_to_s_goodput_ratio|s_to_c_goodput_ratio|iat_flow_min|iat_flow_avg|iat_flow_max|iat_flow_stddev|iat_c_to_s_min|iat_c_to_s_avg|iat_c_to_s_max|iat_c_to_s_stddev|iat_s_to_c_min|iat_s_to_c_avg|iat_s_to_c_max|iat_s_to_c_stddev|pktlen_c_to_s_min|pktlen_c_to_s_avg|pktlen_c_to_s_max|pktlen_c_to_s_stddev|pktlen_s_to_c_min|pktlen_s_to_c_avg|pktlen_s_to_c_max|pktlen_s_to_c_stddev|cwr|ece|urg|ack|psh|rst|syn|fin|c_to_s_cwr|c_to_s_ece|c_to_s_urg|c_to_s_ack|c_to_s_psh|c_to_s_rst|c_to_s_syn|c_to_s_fin|s_to_c_cwr|s_to_c_ece|s_to_c_urg|s_to_c_ack|s_to_c_psh|s_to_c_rst|s_to_c_syn|s_to_c_fin|c_to_s_init_win|s_to_c_init_win|server_info|tls_version|quic_version|ja3s|advertised_alpns|negotiated_alpn|tls_supported_versions|ssh_client_hassh|ssh_server_hassh|flow_info|plen_bins|http_user_agent
7|6|1749653701.898|1749653702.330|0.432|172.31.14.200|60466|3.212.149.75|443|91|TLS|AmazonAWS|httpbin.org|11|1527|817|8|2058|1522|-0.148|Mixed|53.5|73.9|1|47.3|71|28.7|0|39.6|112|40.0|0|71.4|114|39.2|54|138.8|583|152.4|66|257.2|1140|353.3|0|0|0|16|7|2|2|2|0|0|0|8|3|2|1|1|0|0|0|8|4|0|1|1|74|74||TLSv1.2|0||http/1.1||TLSv1.3;TLSv1.2||||14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
11|6|1749653702.447|1749653702.881|0.434|172.31.14.200|60474|3.212.149.75|443|91|TLS|AmazonAWS|httpbin.org|11|1527|817|8|2058|1522|-0.148|Mixed|53.5|73.9|1|47.7|72|28.5|0|39.9|112|39.8|0|72.2|116|39.8|54|138.8|583|152.4|66|257.2|1140|353.3|0|0|0|16|7|2|2|2|0|0|0|8|3|2|1|1|0|0|0|8|4|0|1|1|74|74||TLSv1.2|0||http/1.1||TLSv1.3;TLSv1.2||||14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
15|6|1749653702.991|1749653703.430|0.439|172.31.14.200|60490|3.212.149.75|443|91|TLS|AmazonAWS|httpbin.org|11|1527|817|8|2058|1522|-0.148|Mixed|53.5|73.9|1|48.0|72|29.1|0|40.1|113|40.4|0|72.6|115|39.7|54|138.8|583|152.4|66|257.2|1140|353.3|0|0|0|16|7|2|2|2|0|0|0|8|3|2|1|1|0|0|0|8|4|0|1|1|74|74||TLSv1.2|0||http/1.1||TLSv1.3;TLSv1.2||||14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
19|6|1749653703.539|1749653703.978|0.439|172.31.14.200|60494|3.212.149.75|443|91|TLS|AmazonAWS|httpbin.org|11|1527|817|8|2058|1522|-0.148|Mixed|53.5|73.9|1|48.1|73|29.1|0|40.1|113|40.3|0|72.8|117|40.0|54|138.8|583|152.4|66|257.2|1140|353.3|0|0|0|16|7|2|2|2|0|0|0|8|3|2|1|1|0|0|0|8|4|0|1|1|74|74||TLSv1.2|0||http/1.1||TLSv1.3;TLSv1.2||||14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
0|6|1749653701.390|1749653701.441|0.051|172.31.14.200|22|24.130.134.221|62570|92|SSH|Unknown||5|610|280|4|264|0|0.396|Upload|45.8|0.0|3|12.2|19|6.1|0|8.5|34|14.7|0|15.3|35|14.6|102|122.0|142|17.2|66|66.0|66|0.0|0|0|0|9|5|0|0|0|0|0|0|5|5|0|0|0|0|0|0|4|0|0|0|0|0|0||0|0||||||||0;60;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
31|6|1749653704.642|1749653705.084|0.442|172.31.14.200|60504|3.212.149.75|443|91|TLS|AmazonAWS|httpbin.org|11|1527|817|8|2058|1522|-0.148|Mixed|53.5|73.9|1|48.6|73|28.6|0|40.4|113|40.0|0|73.4|120|40.7|54|138.8|583|152.4|66|257.2|1140|353.3|0|0|0|16|7|2|2|2|0|0|0|8|3|2|1|1|0|0|0|8|4|0|1|1|74|74||TLSv1.2|0||http/1.1||TLSv1.3;TLSv1.2||||14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
35|6|1749653705.200|1749653705.636|0.436|172.31.14.200|60514|3.212.149.75|443|91|TLS|AmazonAWS|httpbin.org|11|1527|817|8|2058|1522|-0.148|Mixed|53.5|73.9|1|47.8|72|29.2|0|39.8|112|40.2|0|72.2|116|39.6|54|138.8|583|152.4|66|257.2|1140|353.3|0|0|0|16|7|2|2|2|0|0|0|8|3|2|1|1|0|0|0|8|4|0|1|1|74|74||TLSv1.2|0||http/1.1||TLSv1.3;TLSv1.2||||14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
39|6|1749653705.750|1749653706.185|0.435|172.31.14.200|60528|3.212.149.75|443|91|TLS|AmazonAWS|httpbin.org|11|1527|817|8|2058|1522|-0.148|Mixed|53.5|73.9|1|47.8|72|29.3|0|39.8|112|40.3|0|71.8|114|39.2|54|138.8|583|152.4|66|257.2|1140|353.3|0|0|0|16|7|2|2|2|0|0|0|8|3|2|1|1|0|0|0|8|4|0|1|1|74|74||TLSv1.2|0||http/1.1||TLSv1.3;TLSv1.2||||14;14;0;14;0;14;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
47|6|1749653706.854|1749653706.926|0.072|172.31.14.200|60542|3.212.149.75|443|91|TLS|AmazonAWS||2|140|0|1|74|0|0.308|Upload|0.0|0.0|72|72.0|72|0.0|72|72.0|72|0.0|0|0.0|0|0.0|66|70.0|74|4.0|74|74.0|74|0.0|0|0|0|2|0|0|2|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0|1|0|74|74||0|0||||||||0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
27|17|1749653704.416|1749653704.419|0.003|172.31.14.200|53064|172.31.0.2|53|5|DNS|Unknown|www.example.com|1|86|44|1|220|178|-0.438|Download|50.6|80.5|2|2.0|2|0.0|0|0.0|0|0.0|0|0.0|0|0.0|86|86.0|86|0.0|220|220.0|220|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|||||||2600:1406:2e00:b::6010:379e|0;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
